"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"My Daily","19 Nov 2025, 13:03","19 Nov 2025, 14:25","","Lateral Raise (Dumbbell)",,"",0,"normal",18,12,,,
"My Daily","19 Nov 2025, 13:03","19 Nov 2025, 14:25","","Lateral Raise (Dumbbell)",,"",1,"normal",18,12,,,
"My Daily","19 Nov 2025, 13:03","19 Nov 2025, 14:25","","Lateral Raise (Dumbbell)",,"",2,"normal",18,12,,,
"My Daily","19 Nov 2025, 13:03","19 Nov 2025, 14:25","","Lateral Raise (Dumbbell)",,"",3,"normal",18,12,,,
"My Daily","19 Nov 2025, 13:03","19 Nov 2025, 14:25","","Bicep Curl (Dumbbell)",,"",0,"normal",32,6,,,
"My Daily","19 Nov 2025, 13:03","19 Nov 2025, 14:25","","Bicep Curl (Dumbbell)",,"",1,"normal",32,6,,,
"My Daily","19 Nov 2025, 13:03","19 Nov 2025, 14:25","","EZ Bar Biceps Curl",,"",0,"normal",25,10,,,
"My Daily","19 Nov 2025, 13:03","19 Nov 2025, 14:25","","EZ Bar Biceps Curl",,"",1,"normal",25,10,,,
"My Daily","19 Nov 2025, 13:03","19 Nov 2025, 14:25","","EZ Bar Biceps Curl",,"",2,"normal",25,10,,,
"My Daily","19 Nov 2025, 13:03","19 Nov 2025, 14:25","","EZ Bar Biceps Curl",,"",3,"normal",25,10,,,
"My Daily","19 Nov 2025, 13:03","19 Nov 2025, 14:25","","Seated Incline Curl (Dumbbell)",,"",0,"normal",28,10,,,
"My Daily","19 Nov 2025, 13:03","19 Nov 2025, 14:25","","Seated Incline Curl (Dumbbell)",,"",1,"normal",28,10,,,
"My Daily","19 Nov 2025, 13:03","19 Nov 2025, 14:25","","Hammer Curl (Dumbbell)",,"",0,"normal",32,8,,,
"My Daily","19 Nov 2025, 13:03","19 Nov 2025, 14:25","","Hammer Curl (Dumbbell)",,"",1,"normal",32,8,,,
"My Daily","19 Nov 2025, 13:03","19 Nov 2025, 14:25","","Incline Bench Press (Dumbbell)",,"",0,"normal",36,10,,,
"My Daily","19 Nov 2025, 13:03","19 Nov 2025, 14:25","","Incline Bench Press (Dumbbell)",,"",1,"normal",40,10,,,
"My Daily","19 Nov 2025, 13:03","19 Nov 2025, 14:25","","Incline Bench Press (Dumbbell)",,"",2,"normal",40,10,,,
"My Daily","19 Nov 2025, 13:03","19 Nov 2025, 14:25","","Incline Bench Press (Dumbbell)",,"",3,"normal",36,6,,,
"My Daily","19 Nov 2025, 13:03","19 Nov 2025, 14:25","","Bench Press (Dumbbell)",,"",0,"normal",40,10,,,
"My Daily","19 Nov 2025, 13:03","19 Nov 2025, 14:25","","Bench Press (Dumbbell)",,"",1,"normal",40,10,,,
"My Daily","19 Nov 2025, 13:03","19 Nov 2025, 14:25","","Bench Press (Dumbbell)",,"",2,"normal",40,8,,,
"My Daily","19 Nov 2025, 13:03","19 Nov 2025, 14:25","","Bench Press (Dumbbell)",,"",3,"normal",40,10,,,
"My Daily","19 Nov 2025, 13:03","19 Nov 2025, 14:25","","Chest Fly (Dumbbell)",,"",0,"normal",28,10,,,
"My Daily","19 Nov 2025, 13:03","19 Nov 2025, 14:25","","Chest Fly (Dumbbell)",,"",1,"normal",28,10,,,
"My Daily","19 Nov 2025, 13:03","19 Nov 2025, 14:25","","Chest Fly (Dumbbell)",,"",2,"normal",28,10,,,
"My Daily","19 Nov 2025, 13:03","19 Nov 2025, 14:25","","Chest Fly (Dumbbell)",,"",3,"normal",28,10,,,
"My Daily","19 Nov 2025, 13:03","19 Nov 2025, 14:25","","Crunch",,"",0,"normal",,20,,,
"My Daily","19 Nov 2025, 13:03","19 Nov 2025, 14:25","","Crunch",,"",1,"normal",,20,,,
"My Daily","19 Nov 2025, 13:03","19 Nov 2025, 14:25","","Crunch",,"",2,"normal",,15,,,
"My Daily","19 Nov 2025, 13:03","19 Nov 2025, 14:25","","Crunch",,"",3,"normal",,15,,,
"My Daily","19 Nov 2025, 13:03","19 Nov 2025, 14:25","","Dumbbell Row",,"",0,"normal",40,10,,,
"My Daily","19 Nov 2025, 13:03","19 Nov 2025, 14:25","","Dumbbell Row",,"",1,"normal",40,10,,,
"My Daily","19 Nov 2025, 13:03","19 Nov 2025, 14:25","","Dumbbell Row",,"",2,"normal",40,10,,,
"My Daily","19 Nov 2025, 13:03","19 Nov 2025, 14:25","","Dumbbell Row",,"",3,"normal",40,10,,,
"My Daily","16 Nov 2025, 12:17","16 Nov 2025, 13:37","","Pull Up",,"",0,"normal",,10,,,
"My Daily","16 Nov 2025, 12:17","16 Nov 2025, 13:37","","Pull Up",,"",1,"normal",,5,,,
"My Daily","16 Nov 2025, 12:17","16 Nov 2025, 13:37","","Pull Up",,"",2,"normal",,5,,,
"My Daily","16 Nov 2025, 12:17","16 Nov 2025, 13:37","","Bench Press (Barbell)",,"",0,"normal",60,8,,,
"My Daily","16 Nov 2025, 12:17","16 Nov 2025, 13:37","","Bench Press (Barbell)",,"",1,"normal",60,8,,,
"My Daily","16 Nov 2025, 12:17","16 Nov 2025, 13:37","","Bench Press (Barbell)",,"",2,"normal",60,6,,,
"My Daily","16 Nov 2025, 12:17","16 Nov 2025, 13:37","","Bench Press (Barbell)",,"",3,"normal",60,6,,,
"My Daily","16 Nov 2025, 12:17","16 Nov 2025, 13:37","","Bicep Curl (Barbell)",,"",0,"normal",30,10,,,
"My Daily","16 Nov 2025, 12:17","16 Nov 2025, 13:37","","Bicep Curl (Barbell)",,"",1,"normal",30,10,,,
"My Daily","16 Nov 2025, 12:17","16 Nov 2025, 13:37","","Bicep Curl (Barbell)",,"",2,"normal",30,10,,,
"My Daily","16 Nov 2025, 12:17","16 Nov 2025, 13:37","","Bicep Curl (Barbell)",,"",3,"normal",30,10,,,
"My Daily","16 Nov 2025, 12:17","16 Nov 2025, 13:37","","Triceps Rope Pushdown",,"",0,"normal",27,10,,,
"My Daily","16 Nov 2025, 12:17","16 Nov 2025, 13:37","","Triceps Rope Pushdown",,"",1,"normal",27,10,,,
"My Daily","16 Nov 2025, 12:17","16 Nov 2025, 13:37","","Triceps Rope Pushdown",,"",2,"normal",27,10,,,
"My Daily","16 Nov 2025, 12:17","16 Nov 2025, 13:37","","Triceps Rope Pushdown",,"",3,"normal",27,10,,,
"My Daily","16 Nov 2025, 12:17","16 Nov 2025, 13:37","","Lateral Raise (Dumbbell)",,"",0,"normal",18,12,,,
"My Daily","16 Nov 2025, 12:17","16 Nov 2025, 13:37","","Lateral Raise (Dumbbell)",,"",1,"normal",18,12,,,
"My Daily","16 Nov 2025, 12:17","16 Nov 2025, 13:37","","Lateral Raise (Dumbbell)",,"",2,"normal",18,10,,,
"My Daily","16 Nov 2025, 12:17","16 Nov 2025, 13:37","","Lateral Raise (Dumbbell)",,"",3,"normal",18,10,,,
"My Daily","16 Nov 2025, 12:17","16 Nov 2025, 13:37","","Bicep Curl (Dumbbell)",,"",0,"normal",32,8,,,
"My Daily","16 Nov 2025, 12:17","16 Nov 2025, 13:37","","Bicep Curl (Dumbbell)",,"",1,"normal",32,10,,,
"My Daily","16 Nov 2025, 12:17","16 Nov 2025, 13:37","","Hammer Curl (Dumbbell)",,"",0,"normal",32,8,,,
"My Daily","16 Nov 2025, 12:17","16 Nov 2025, 13:37","","Hammer Curl (Dumbbell)",,"",1,"normal",32,8,,,
"My Daily","16 Nov 2025, 12:17","16 Nov 2025, 13:37","","Incline Bench Press (Dumbbell)",,"",0,"normal",40,8,,,
"My Daily","16 Nov 2025, 12:17","16 Nov 2025, 13:37","","Incline Bench Press (Dumbbell)",,"",1,"normal",40,8,,,
"My Daily","16 Nov 2025, 12:17","16 Nov 2025, 13:37","","Incline Bench Press (Dumbbell)",,"",2,"normal",40,6,,,
"My Daily","16 Nov 2025, 12:17","16 Nov 2025, 13:37","","Incline Bench Press (Dumbbell)",,"",3,"normal",40,6,,,
"My Daily","16 Nov 2025, 12:17","16 Nov 2025, 13:37","","Bench Press (Dumbbell)",,"",0,"normal",40,8,,,
"My Daily","16 Nov 2025, 12:17","16 Nov 2025, 13:37","","Bench Press (Dumbbell)",,"",1,"normal",40,8,,,
"My Daily","16 Nov 2025, 12:17","16 Nov 2025, 13:37","","Bench Press (Dumbbell)",,"",2,"normal",40,8,,,
"My Daily","16 Nov 2025, 12:17","16 Nov 2025, 13:37","","Bench Press (Dumbbell)",,"",3,"normal",40,8,,,
"My Daily","16 Nov 2025, 12:17","16 Nov 2025, 13:37","","Crunch",,"",0,"normal",,20,,,
"My Daily","16 Nov 2025, 12:17","16 Nov 2025, 13:37","","Crunch",,"",1,"normal",,20,,,
"My Daily","16 Nov 2025, 12:17","16 Nov 2025, 13:37","","Crunch",,"",2,"normal",,20,,,
"My Daily","16 Nov 2025, 12:17","16 Nov 2025, 13:37","","Dumbbell Row",,"",0,"normal",48,10,,,
"My Daily","16 Nov 2025, 12:17","16 Nov 2025, 13:37","","Dumbbell Row",,"",1,"normal",48,10,,,
"My Daily","16 Nov 2025, 12:17","16 Nov 2025, 13:37","","Dumbbell Row",,"",2,"normal",48,10,,,
"My Daily","16 Nov 2025, 12:17","16 Nov 2025, 13:37","","Dumbbell Row",,"",3,"normal",48,10,,,
"Morning workout ☀️","15 Nov 2025, 09:24","15 Nov 2025, 09:40","","Pull Up",,"",0,"normal",,10,,,
"Morning workout ☀️","15 Nov 2025, 09:24","15 Nov 2025, 09:40","","Pull Up",,"",1,"normal",,6,,,
"Morning workout ☀️","15 Nov 2025, 09:24","15 Nov 2025, 09:40","","Pull Up",,"",2,"normal",,4,,,
"Morning workout ☀️","15 Nov 2025, 09:24","15 Nov 2025, 09:40","","Bench Press (Barbell)",,"",0,"normal",60,8,,,
"Morning workout ☀️","15 Nov 2025, 09:24","15 Nov 2025, 09:40","","Bench Press (Barbell)",,"",1,"normal",60,8,,,
"Morning workout ☀️","15 Nov 2025, 09:24","15 Nov 2025, 09:40","","Bench Press (Barbell)",,"",2,"normal",60,8,,,
"Morning workout ☀️","15 Nov 2025, 09:24","15 Nov 2025, 09:40","","Bench Press (Barbell)",,"",3,"normal",60,8,,,
"Morning workout ☀️","15 Nov 2025, 09:24","15 Nov 2025, 09:40","","Bicep Curl (Dumbbell)",,"",0,"normal",32,8,,,
"Morning workout ☀️","15 Nov 2025, 09:24","15 Nov 2025, 09:40","","Bicep Curl (Dumbbell)",,"",1,"normal",32,8,,,
"Morning workout ☀️","15 Nov 2025, 09:24","15 Nov 2025, 09:40","","Lateral Raise (Dumbbell)",,"",0,"normal",18,12,,,
"Morning workout ☀️","15 Nov 2025, 09:24","15 Nov 2025, 09:40","","Lateral Raise (Dumbbell)",,"",1,"normal",18,12,,,
"My Daily","14 Nov 2025, 12:43","14 Nov 2025, 14:00","","Pull Up",,"",0,"normal",,11,,,
"My Daily","14 Nov 2025, 12:43","14 Nov 2025, 14:00","","Pull Up",,"",1,"normal",,6,,,
"My Daily","14 Nov 2025, 12:43","14 Nov 2025, 14:00","","Pull Up",,"",2,"normal",,5,,,
"My Daily","14 Nov 2025, 12:43","14 Nov 2025, 14:00","","Bench Press (Barbell)",,"",0,"normal",60,8,,,
"My Daily","14 Nov 2025, 12:43","14 Nov 2025, 14:00","","Bench Press (Barbell)",,"",1,"normal",60,8,,,
"My Daily","14 Nov 2025, 12:43","14 Nov 2025, 14:00","","Bench Press (Barbell)",,"",2,"normal",60,7,,,
"My Daily","14 Nov 2025, 12:43","14 Nov 2025, 14:00","","Bench Press (Barbell)",,"",3,"normal",60,7,,,
"My Daily","14 Nov 2025, 12:43","14 Nov 2025, 14:00","","Bicep Curl (Barbell)",,"",0,"normal",25,10,,,
"My Daily","14 Nov 2025, 12:43","14 Nov 2025, 14:00","","Bicep Curl (Barbell)",,"",1,"normal",25,10,,,
"My Daily","14 Nov 2025, 12:43","14 Nov 2025, 14:00","","Bicep Curl (Barbell)",,"",2,"normal",25,10,,,
"My Daily","14 Nov 2025, 12:43","14 Nov 2025, 14:00","","Bicep Curl (Barbell)",,"",3,"normal",25,10,,,
"My Daily","14 Nov 2025, 12:43","14 Nov 2025, 14:00","","Triceps Rope Pushdown",,"",0,"normal",27,10,,,
"My Daily","14 Nov 2025, 12:43","14 Nov 2025, 14:00","","Triceps Rope Pushdown",,"",1,"normal",27,10,,,
"My Daily","14 Nov 2025, 12:43","14 Nov 2025, 14:00","","Triceps Rope Pushdown",,"",2,"normal",27,10,,,
"My Daily","14 Nov 2025, 12:43","14 Nov 2025, 14:00","","Triceps Rope Pushdown",,"",3,"normal",27,10,,,
"My Daily","14 Nov 2025, 12:43","14 Nov 2025, 14:00","","Lateral Raise (Dumbbell)",,"",0,"normal",18,12,,,
"My Daily","14 Nov 2025, 12:43","14 Nov 2025, 14:00","","Lateral Raise (Dumbbell)",,"",1,"normal",18,12,,,
"My Daily","14 Nov 2025, 12:43","14 Nov 2025, 14:00","","Lateral Raise (Dumbbell)",,"",2,"normal",18,12,,,
"My Daily","14 Nov 2025, 12:43","14 Nov 2025, 14:00","","Lateral Raise (Dumbbell)",,"",3,"normal",18,12,,,
"My Daily","14 Nov 2025, 12:43","14 Nov 2025, 14:00","","Bicep Curl (Dumbbell)",,"",0,"normal",32,10,,,
"My Daily","14 Nov 2025, 12:43","14 Nov 2025, 14:00","","Bicep Curl (Dumbbell)",,"",1,"normal",28,10,,,
"My Daily","14 Nov 2025, 12:43","14 Nov 2025, 14:00","","Bicep Curl (Dumbbell)",,"",2,"normal",28,8,,,
"My Daily","14 Nov 2025, 12:43","14 Nov 2025, 14:00","","Hammer Curl (Dumbbell)",,"",0,"normal",32,8,,,
"My Daily","14 Nov 2025, 12:43","14 Nov 2025, 14:00","","Hammer Curl (Dumbbell)",,"",1,"normal",32,8,,,
"My Daily","14 Nov 2025, 12:43","14 Nov 2025, 14:00","","Incline Bench Press (Dumbbell)",,"",0,"normal",40,10,,,
"My Daily","14 Nov 2025, 12:43","14 Nov 2025, 14:00","","Incline Bench Press (Dumbbell)",,"",1,"normal",40,10,,,
"My Daily","14 Nov 2025, 12:43","14 Nov 2025, 14:00","","Incline Bench Press (Dumbbell)",,"",2,"normal",40,6,,,
"My Daily","14 Nov 2025, 12:43","14 Nov 2025, 14:00","","Incline Bench Press (Dumbbell)",,"",3,"normal",40,6,,,
"My Daily","14 Nov 2025, 12:43","14 Nov 2025, 14:00","","Bench Press (Dumbbell)",,"",0,"normal",40,10,,,
"My Daily","14 Nov 2025, 12:43","14 Nov 2025, 14:00","","Bench Press (Dumbbell)",,"",1,"normal",40,10,,,
"My Daily","14 Nov 2025, 12:43","14 Nov 2025, 14:00","","Bench Press (Dumbbell)",,"",2,"normal",40,8,,,
"My Daily","14 Nov 2025, 12:43","14 Nov 2025, 14:00","","Bench Press (Dumbbell)",,"",3,"normal",40,8,,,
"My Daily","14 Nov 2025, 12:43","14 Nov 2025, 14:00","","Crunch",,"",0,"normal",,20,,,
"My Daily","14 Nov 2025, 12:43","14 Nov 2025, 14:00","","Crunch",,"",1,"normal",,20,,,
"My Daily","14 Nov 2025, 12:43","14 Nov 2025, 14:00","","Crunch",,"",2,"normal",,20,,,
"My Daily","14 Nov 2025, 12:43","14 Nov 2025, 14:00","","Crunch",,"",3,"normal",,10,,,
"My Daily","14 Nov 2025, 12:43","14 Nov 2025, 14:00","","Dumbbell Row",,"",0,"normal",44,10,,,
"My Daily","14 Nov 2025, 12:43","14 Nov 2025, 14:00","","Dumbbell Row",,"",1,"normal",44,10,,,
"My Daily","14 Nov 2025, 12:43","14 Nov 2025, 14:00","","Dumbbell Row",,"",2,"normal",44,10,,,
"My Daily","14 Nov 2025, 12:43","14 Nov 2025, 14:00","","Dumbbell Row",,"",3,"normal",40,10,,,
"Afternoon workout 💪","12 Nov 2025, 16:14","12 Nov 2025, 16:30","","Pull Up",,"",0,"normal",,11,,,
"Afternoon workout 💪","12 Nov 2025, 16:14","12 Nov 2025, 16:30","","Pull Up",,"",1,"normal",,5,,,
"Afternoon workout 💪","12 Nov 2025, 16:14","12 Nov 2025, 16:30","","Pull Up",,"",2,"normal",,5,,,
"Afternoon workout 💪","12 Nov 2025, 16:14","12 Nov 2025, 16:30","","Bench Press (Barbell)",,"",0,"normal",60,8,,,
"Afternoon workout 💪","12 Nov 2025, 16:14","12 Nov 2025, 16:30","","Bench Press (Barbell)",,"",1,"normal",60,8,,,
"Afternoon workout 💪","12 Nov 2025, 16:14","12 Nov 2025, 16:30","","Bench Press (Barbell)",,"",2,"normal",60,8,,,
"Afternoon workout 💪","12 Nov 2025, 16:14","12 Nov 2025, 16:30","","Bench Press (Barbell)",,"",3,"normal",60,5,,,
"Afternoon workout 💪","12 Nov 2025, 16:14","12 Nov 2025, 16:30","","EZ Bar Biceps Curl",,"",0,"normal",30,10,,,
"Afternoon workout 💪","12 Nov 2025, 16:14","12 Nov 2025, 16:30","","EZ Bar Biceps Curl",,"",1,"normal",30,10,,,
"Afternoon workout 💪","12 Nov 2025, 16:14","12 Nov 2025, 16:30","","EZ Bar Biceps Curl",,"",2,"normal",30,5,,,
"My Daily","11 Nov 2025, 16:12","11 Nov 2025, 17:12","","Pull Up",,"",0,"normal",,10,,,
"My Daily","11 Nov 2025, 16:12","11 Nov 2025, 17:12","","Pull Up",,"",1,"normal",,5,,,
"My Daily","11 Nov 2025, 16:12","11 Nov 2025, 17:12","","Pull Up",,"",2,"normal",,5,,,
"My Daily","11 Nov 2025, 16:12","11 Nov 2025, 17:12","","Bench Press (Barbell)",,"",0,"normal",60,8,,,
"My Daily","11 Nov 2025, 16:12","11 Nov 2025, 17:12","","Bench Press (Barbell)",,"",1,"normal",60,8,,,
"My Daily","11 Nov 2025, 16:12","11 Nov 2025, 17:12","","Bench Press (Barbell)",,"",2,"normal",60,8,,,
"My Daily","11 Nov 2025, 16:12","11 Nov 2025, 17:12","","Bench Press (Barbell)",,"",3,"normal",60,5,,,
"My Daily","11 Nov 2025, 16:12","11 Nov 2025, 17:12","","Bicep Curl (Barbell)",,"",0,"normal",30,10,,,
"My Daily","11 Nov 2025, 16:12","11 Nov 2025, 17:12","","Bicep Curl (Barbell)",,"",1,"normal",30,10,,,
"My Daily","11 Nov 2025, 16:12","11 Nov 2025, 17:12","","Bicep Curl (Barbell)",,"",2,"normal",30,10,,,
"My Daily","11 Nov 2025, 16:12","11 Nov 2025, 17:12","","Bicep Curl (Barbell)",,"",3,"normal",30,10,,,
"My Daily","11 Nov 2025, 16:12","11 Nov 2025, 17:12","","Incline Bench Press (Dumbbell)",,"",0,"normal",40,10,,,
"My Daily","11 Nov 2025, 16:12","11 Nov 2025, 17:12","","Incline Bench Press (Dumbbell)",,"",1,"normal",40,7,,,
"My Daily","11 Nov 2025, 16:12","11 Nov 2025, 17:12","","Incline Bench Press (Dumbbell)",,"",2,"normal",40,5,,,
"My Daily","11 Nov 2025, 16:12","11 Nov 2025, 17:12","","Incline Bench Press (Dumbbell)",,"",3,"normal",40,5,,,
"My Daily","11 Nov 2025, 16:12","11 Nov 2025, 17:12","","Lateral Raise (Dumbbell)",,"",0,"normal",18,12,,,
"My Daily","11 Nov 2025, 16:12","11 Nov 2025, 17:12","","Lateral Raise (Dumbbell)",,"",1,"normal",18,12,,,
"My Daily","11 Nov 2025, 16:12","11 Nov 2025, 17:12","","Lateral Raise (Dumbbell)",,"",2,"normal",18,12,,,
"My Daily","11 Nov 2025, 16:12","11 Nov 2025, 17:12","","Lateral Raise (Dumbbell)",,"",3,"normal",18,12,,,
"My Daily","11 Nov 2025, 16:12","11 Nov 2025, 17:12","","Bicep Curl (Dumbbell)",,"",0,"normal",28,10,,,
"My Daily","11 Nov 2025, 16:12","11 Nov 2025, 17:12","","Bicep Curl (Dumbbell)",,"",1,"normal",28,6,,,
"My Daily","11 Nov 2025, 16:12","11 Nov 2025, 17:12","","Bicep Curl (Dumbbell)",,"",2,"normal",28,6,,,
"My Daily","11 Nov 2025, 16:12","11 Nov 2025, 17:12","","Hammer Curl (Dumbbell)",,"",0,"normal",40,8,,,
"My Daily","11 Nov 2025, 16:12","11 Nov 2025, 17:12","","Hammer Curl (Dumbbell)",,"",1,"normal",40,8,,,
"My Daily","11 Nov 2025, 16:12","11 Nov 2025, 17:12","","Dumbbell Row",,"",0,"normal",40,10,,,
"My Daily","11 Nov 2025, 16:12","11 Nov 2025, 17:12","","Dumbbell Row",,"",1,"normal",40,10,,,
"My Daily","11 Nov 2025, 16:12","11 Nov 2025, 17:12","","Dumbbell Row",,"",2,"normal",40,10,,,
"My Daily","11 Nov 2025, 16:12","11 Nov 2025, 17:12","","Dumbbell Row",,"",3,"normal",40,10,,,
"My Daily","11 Nov 2025, 16:12","11 Nov 2025, 17:12","","Crunch",,"",0,"normal",,20,,,
"My Daily","11 Nov 2025, 16:12","11 Nov 2025, 17:12","","Crunch",,"",1,"normal",,20,,,
"My Daily","11 Nov 2025, 16:12","11 Nov 2025, 17:12","","Crunch",,"",2,"normal",,20,,,
"My Daily","11 Nov 2025, 16:12","11 Nov 2025, 17:12","","Bench Press (Dumbbell)",,"",0,"normal",40,10,,,
"My Daily","11 Nov 2025, 16:12","11 Nov 2025, 17:12","","Bench Press (Dumbbell)",,"",1,"normal",40,10,,,
"My Daily","11 Nov 2025, 16:12","11 Nov 2025, 17:12","","Bench Press (Dumbbell)",,"",2,"normal",40,8,,,
"My Daily","11 Nov 2025, 16:12","11 Nov 2025, 17:12","","Bench Press (Dumbbell)",,"",3,"normal",40,8,,,
"My Daily","11 Nov 2025, 16:12","11 Nov 2025, 17:12","","Triceps Rope Pushdown",,"",0,"normal",23,10,,,
"My Daily","11 Nov 2025, 16:12","11 Nov 2025, 17:12","","Triceps Rope Pushdown",,"",1,"normal",23,10,,,
"My Daily","11 Nov 2025, 16:12","11 Nov 2025, 17:12","","Triceps Rope Pushdown",,"",2,"normal",23,10,,,
"My Daily","11 Nov 2025, 16:12","11 Nov 2025, 17:12","","Triceps Rope Pushdown",,"",3,"normal",23,10,,,
"My Daily","9 Nov 2025, 13:11","9 Nov 2025, 14:33","","Pull Up",,"",0,"normal",,10,,,
"My Daily","9 Nov 2025, 13:11","9 Nov 2025, 14:33","","Pull Up",,"",1,"normal",,5,,,
"My Daily","9 Nov 2025, 13:11","9 Nov 2025, 14:33","","Bench Press (Barbell)",,"",0,"normal",60,8,,,
"My Daily","9 Nov 2025, 13:11","9 Nov 2025, 14:33","","Bench Press (Barbell)",,"",1,"normal",60,8,,,
"My Daily","9 Nov 2025, 13:11","9 Nov 2025, 14:33","","Bench Press (Barbell)",,"",2,"normal",60,8,,,
"My Daily","9 Nov 2025, 13:11","9 Nov 2025, 14:33","","Bench Press (Barbell)",,"",3,"normal",60,6,,,
"My Daily","9 Nov 2025, 13:11","9 Nov 2025, 14:33","","Bicep Curl (Barbell)",,"",0,"normal",30,10,,,
"My Daily","9 Nov 2025, 13:11","9 Nov 2025, 14:33","","Bicep Curl (Barbell)",,"",1,"normal",30,10,,,
"My Daily","9 Nov 2025, 13:11","9 Nov 2025, 14:33","","Bicep Curl (Barbell)",,"",2,"normal",30,10,,,
"My Daily","9 Nov 2025, 13:11","9 Nov 2025, 14:33","","Bicep Curl (Barbell)",,"",3,"normal",30,10,,,
"My Daily","9 Nov 2025, 13:11","9 Nov 2025, 14:33","","Incline Bench Press (Dumbbell)",,"",0,"normal",40,10,,,
"My Daily","9 Nov 2025, 13:11","9 Nov 2025, 14:33","","Incline Bench Press (Dumbbell)",,"",1,"normal",40,10,,,
"My Daily","9 Nov 2025, 13:11","9 Nov 2025, 14:33","","Incline Bench Press (Dumbbell)",,"",2,"normal",40,7,,,
"My Daily","9 Nov 2025, 13:11","9 Nov 2025, 14:33","","Incline Bench Press (Dumbbell)",,"",3,"normal",40,7,,,
"My Daily","9 Nov 2025, 13:11","9 Nov 2025, 14:33","","Lateral Raise (Dumbbell)",,"",0,"normal",18,10,,,
"My Daily","9 Nov 2025, 13:11","9 Nov 2025, 14:33","","Lateral Raise (Dumbbell)",,"",1,"normal",18,12,,,
"My Daily","9 Nov 2025, 13:11","9 Nov 2025, 14:33","","Lateral Raise (Dumbbell)",,"",2,"normal",18,12,,,
"My Daily","9 Nov 2025, 13:11","9 Nov 2025, 14:33","","Lateral Raise (Dumbbell)",,"",3,"normal",18,12,,,
"My Daily","9 Nov 2025, 13:11","9 Nov 2025, 14:33","","Bicep Curl (Dumbbell)",,"",0,"normal",28,10,,,
"My Daily","9 Nov 2025, 13:11","9 Nov 2025, 14:33","","Bicep Curl (Dumbbell)",,"",1,"normal",28,10,,,
"My Daily","9 Nov 2025, 13:11","9 Nov 2025, 14:33","","Bicep Curl (Dumbbell)",,"",2,"normal",28,6,,,
"My Daily","9 Nov 2025, 13:11","9 Nov 2025, 14:33","","Bicep Curl (Dumbbell)",,"",3,"normal",28,6,,,
"My Daily","9 Nov 2025, 13:11","9 Nov 2025, 14:33","","Hammer Curl (Dumbbell)",,"",0,"normal",40,8,,,
"My Daily","9 Nov 2025, 13:11","9 Nov 2025, 14:33","","Hammer Curl (Dumbbell)",,"",1,"normal",40,8,,,
"My Daily","9 Nov 2025, 13:11","9 Nov 2025, 14:33","","Dumbbell Row",,"",0,"normal",40,10,,,
"My Daily","9 Nov 2025, 13:11","9 Nov 2025, 14:33","","Dumbbell Row",,"",1,"normal",40,10,,,
"My Daily","9 Nov 2025, 13:11","9 Nov 2025, 14:33","","Dumbbell Row",,"",2,"normal",40,10,,,
"My Daily","9 Nov 2025, 13:11","9 Nov 2025, 14:33","","Dumbbell Row",,"",3,"normal",40,10,,,
"My Daily","9 Nov 2025, 13:11","9 Nov 2025, 14:33","","Decline Crunch (Weighted)",,"",0,"normal",20,8,,,
"My Daily","9 Nov 2025, 13:11","9 Nov 2025, 14:33","","Crunch",,"",0,"normal",,20,,,
"My Daily","9 Nov 2025, 13:11","9 Nov 2025, 14:33","","Crunch",,"",1,"normal",,20,,,
"My Daily","9 Nov 2025, 13:11","9 Nov 2025, 14:33","","Crunch",,"",2,"normal",,15,,,
"My Daily","9 Nov 2025, 13:11","9 Nov 2025, 14:33","","Bench Press (Dumbbell)",,"",0,"normal",40,12,,,
"My Daily","9 Nov 2025, 13:11","9 Nov 2025, 14:33","","Bench Press (Dumbbell)",,"",1,"normal",40,10,,,
"My Daily","9 Nov 2025, 13:11","9 Nov 2025, 14:33","","Bench Press (Dumbbell)",,"",2,"normal",40,10,,,
"My Daily","9 Nov 2025, 13:11","9 Nov 2025, 14:33","","Bench Press (Dumbbell)",,"",3,"normal",40,8,,,
"My Daily","9 Nov 2025, 13:11","9 Nov 2025, 14:33","","Triceps Rope Pushdown",,"",0,"normal",18,10,,,
"My Daily","9 Nov 2025, 13:11","9 Nov 2025, 14:33","","Triceps Rope Pushdown",,"",1,"normal",23,10,,,
"My Daily","9 Nov 2025, 13:11","9 Nov 2025, 14:33","","Triceps Rope Pushdown",,"",2,"normal",23,10,,,
"My Daily","9 Nov 2025, 13:11","9 Nov 2025, 14:33","","Triceps Rope Pushdown",,"",3,"normal",23,10,,,
"My Daily","7 Nov 2025, 14:38","7 Nov 2025, 15:56","","Bench Press (Barbell)",,"",0,"normal",60,8,,,
"My Daily","7 Nov 2025, 14:38","7 Nov 2025, 15:56","","Bench Press (Barbell)",,"",1,"normal",60,8,,,
"My Daily","7 Nov 2025, 14:38","7 Nov 2025, 15:56","","Bench Press (Barbell)",,"",2,"normal",60,8,,,
"My Daily","7 Nov 2025, 14:38","7 Nov 2025, 15:56","","Bench Press (Barbell)",,"",3,"normal",60,8,,,
"My Daily","7 Nov 2025, 14:38","7 Nov 2025, 15:56","","Bicep Curl (Barbell)",,"",0,"normal",32,8,,,
