"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"My Daily","3 Nov 2025, 12:42","3 Nov 2025, 14:00","","Bicep Curl (Dumbbell)",,"",0,"normal",24,10,,,
"My Daily","3 Nov 2025, 12:42","3 Nov 2025, 14:00","","Bicep Curl (Dumbbell)",,"",1,"normal",28,8,,,
"My Daily","3 Nov 2025, 12:42","3 Nov 2025, 14:00","","Bicep Curl (Dumbbell)",,"",2,"normal",28,6,,,
"My Daily","3 Nov 2025, 12:42","3 Nov 2025, 14:00","","Hammer Curl (Dumbbell)",,"",0,"normal",36,8,,,
"My Daily","3 Nov 2025, 12:42","3 Nov 2025, 14:00","","Hammer Curl (Dumbbell)",,"",1,"normal",36,8,,,
"My Daily","3 Nov 2025, 12:42","3 Nov 2025, 14:00","","Hammer Curl (Dumbbell)",,"",2,"normal",36,8,,,
"My Daily","3 Nov 2025, 12:42","3 Nov 2025, 14:00","","Bench Press (Dumbbell)",,"",0,"normal",36,12,,,
"My Daily","3 Nov 2025, 12:42","3 Nov 2025, 14:00","","Bench Press (Dumbbell)",,"",1,"normal",36,12,,,
"My Daily","3 Nov 2025, 12:42","3 Nov 2025, 14:00","","Bench Press (Dumbbell)",,"",2,"normal",36,12,,,
"My Daily","3 Nov 2025, 12:42","3 Nov 2025, 14:00","","Bench Press (Dumbbell)",,"",3,"normal",36,12,,,
"My Daily","3 Nov 2025, 12:42","3 Nov 2025, 14:00","","Dumbbell Row",,"",0,"normal",40,10,,,
"My Daily","3 Nov 2025, 12:42","3 Nov 2025, 14:00","","Dumbbell Row",,"",1,"normal",40,10,,,
"My Daily","3 Nov 2025, 12:42","3 Nov 2025, 14:00","","Dumbbell Row",,"",2,"normal",40,10,,,
"My Daily","3 Nov 2025, 12:42","3 Nov 2025, 14:00","","Dumbbell Row",,"",3,"normal",40,10,,,
"My Daily","3 Nov 2025, 12:42","3 Nov 2025, 14:00","","Crunch",,"",0,"normal",,20,,,
"My Daily","3 Nov 2025, 12:42","3 Nov 2025, 14:00","","Crunch",,"",1,"normal",,15,,,
"My Daily","3 Nov 2025, 12:42","3 Nov 2025, 14:00","","Crunch",,"",2,"normal",,10,,,
"My Daily","3 Nov 2025, 12:42","3 Nov 2025, 14:00","","Triceps Rope Pushdown",,"",0,"normal",18,10,,,
"My Daily","3 Nov 2025, 12:42","3 Nov 2025, 14:00","","Triceps Rope Pushdown",,"",1,"normal",18,10,,,
"My Daily","3 Nov 2025, 12:42","3 Nov 2025, 14:00","","Triceps Rope Pushdown",,"",2,"normal",18,10,,,
"My Daily","3 Nov 2025, 12:42","3 Nov 2025, 14:00","","Triceps Rope Pushdown",,"",3,"normal",18,10,,,
"My Daily","30 Oct 2025, 13:41","30 Oct 2025, 14:39","","Pull Up",,"",0,"normal",,10,,,
"My Daily","30 Oct 2025, 13:41","30 Oct 2025, 14:39","","Pull Up",,"",1,"normal",,7,,,
"My Daily","30 Oct 2025, 13:41","30 Oct 2025, 14:39","","Pull Up",,"",2,"normal",,5,,,
"My Daily","30 Oct 2025, 13:41","30 Oct 2025, 14:39","","Incline Bench Press (Dumbbell)",,"",0,"normal",36.29,10,,,
"My Daily","30 Oct 2025, 13:41","30 Oct 2025, 14:39","","Incline Bench Press (Dumbbell)",,"",1,"normal",36.29,10,,,
"My Daily","30 Oct 2025, 13:41","30 Oct 2025, 14:39","","Incline Bench Press (Dumbbell)",,"",2,"normal",36.29,10,,,
"My Daily","30 Oct 2025, 13:41","30 Oct 2025, 14:39","","Incline Bench Press (Dumbbell)",,"",3,"normal",36.29,8,,,
"My Daily","30 Oct 2025, 13:41","30 Oct 2025, 14:39","","Lateral Raise (Dumbbell)",,"",0,"normal",18.14,12,,,
"My Daily","30 Oct 2025, 13:41","30 Oct 2025, 14:39","","Lateral Raise (Dumbbell)",,"",1,"normal",18.14,10,,,
"My Daily","30 Oct 2025, 13:41","30 Oct 2025, 14:39","","Lateral Raise (Dumbbell)",,"",2,"normal",18.14,12,,,
"My Daily","30 Oct 2025, 13:41","30 Oct 2025, 14:39","","Lateral Raise (Dumbbell)",,"",3,"normal",18.14,12,,,
"My Daily","30 Oct 2025, 13:41","30 Oct 2025, 14:39","","Bicep Curl (Dumbbell)",,"",0,"normal",27.22,8,,,
"My Daily","30 Oct 2025, 13:41","30 Oct 2025, 14:39","","Bicep Curl (Dumbbell)",,"",1,"normal",27.22,8,,,
"My Daily","30 Oct 2025, 13:41","30 Oct 2025, 14:39","","Bicep Curl (Dumbbell)",,"",2,"normal",27.22,8,,,
"My Daily","30 Oct 2025, 13:41","30 Oct 2025, 14:39","","Bicep Curl (Dumbbell)",,"",3,"normal",27.22,8,,,
"My Daily","30 Oct 2025, 13:41","30 Oct 2025, 14:39","","Hammer Curl (Dumbbell)",,"",0,"normal",31.75,8,,,
"My Daily","30 Oct 2025, 13:41","30 Oct 2025, 14:39","","Hammer Curl (Dumbbell)",,"",1,"normal",27.22,8,,,
"My Daily","30 Oct 2025, 13:41","30 Oct 2025, 14:39","","Hammer Curl (Dumbbell)",,"",2,"normal",27.22,8,,,
"My Daily","30 Oct 2025, 13:41","30 Oct 2025, 14:39","","Dumbbell Row",,"",0,"normal",40.82,10,,,
"My Daily","30 Oct 2025, 13:41","30 Oct 2025, 14:39","","Dumbbell Row",,"",1,"normal",40.82,10,,,
"My Daily","30 Oct 2025, 13:41","30 Oct 2025, 14:39","","Dumbbell Row",,"",2,"normal",40.82,10,,,
"My Daily","30 Oct 2025, 13:41","30 Oct 2025, 14:39","","Dumbbell Row",,"",3,"normal",40.82,10,,,
"My Daily","30 Oct 2025, 13:41","30 Oct 2025, 14:39","","Crunch",,"",0,"normal",,20,,,
"My Daily","30 Oct 2025, 13:41","30 Oct 2025, 14:39","","Crunch",,"",1,"normal",,20,,,
"My Daily","30 Oct 2025, 13:41","30 Oct 2025, 14:39","","Bench Press (Dumbbell)",,"",0,"normal",36.29,12,,,
"My Daily","30 Oct 2025, 13:41","30 Oct 2025, 14:39","","Bench Press (Dumbbell)",,"",1,"normal",36.29,12,,,
"My Daily","30 Oct 2025, 13:41","30 Oct 2025, 14:39","","Bench Press (Dumbbell)",,"",2,"normal",36.29,12,,,
"My Daily","30 Oct 2025, 13:41","30 Oct 2025, 14:39","","Bench Press (Dumbbell)",,"",3,"normal",36.29,12,,,
"My Daily","30 Oct 2025, 13:41","30 Oct 2025, 14:39","","Chin Up",,"",0,"normal",,4,,,
"My Daily","30 Oct 2025, 13:41","30 Oct 2025, 14:39","","Chin Up",,"",1,"normal",,6,,,
"My Daily","30 Oct 2025, 13:41","30 Oct 2025, 14:39","","Chin Up",,"",2,"normal",,5,,,
"My Daily","28 Oct 2025, 13:56","28 Oct 2025, 14:54","","Pull Up",,"",0,"normal",,9,,,
"My Daily","28 Oct 2025, 13:56","28 Oct 2025, 14:54","","Pull Up",,"",1,"normal",,4,,,
"My Daily","28 Oct 2025, 13:56","28 Oct 2025, 14:54","","Pull Up",,"",2,"normal",,4,,,
"My Daily","28 Oct 2025, 13:56","28 Oct 2025, 14:54","","Incline Bench Press (Dumbbell)",,"",0,"normal",36.29,10,,,
"My Daily","28 Oct 2025, 13:56","28 Oct 2025, 14:54","","Incline Bench Press (Dumbbell)",,"",1,"normal",36.29,10,,,
"My Daily","28 Oct 2025, 13:56","28 Oct 2025, 14:54","","Incline Bench Press (Dumbbell)",,"",2,"normal",36.29,10,,,
"My Daily","28 Oct 2025, 13:56","28 Oct 2025, 14:54","","Incline Bench Press (Dumbbell)",,"",3,"normal",36.29,10,,,
"My Daily","28 Oct 2025, 13:56","28 Oct 2025, 14:54","","Lateral Raise (Dumbbell)",,"",0,"normal",18.14,10,,,
"My Daily","28 Oct 2025, 13:56","28 Oct 2025, 14:54","","Lateral Raise (Dumbbell)",,"",1,"normal",13.61,10,,,
"My Daily","28 Oct 2025, 13:56","28 Oct 2025, 14:54","","Lateral Raise (Dumbbell)",,"",2,"normal",13.61,10,,,
"My Daily","28 Oct 2025, 13:56","28 Oct 2025, 14:54","","Lateral Raise (Dumbbell)",,"",3,"normal",18.14,10,,,
"My Daily","28 Oct 2025, 13:56","28 Oct 2025, 14:54","","Bicep Curl (Dumbbell)",,"",0,"normal",27.22,8,,,
"My Daily","28 Oct 2025, 13:56","28 Oct 2025, 14:54","","Bicep Curl (Dumbbell)",,"",1,"normal",27.22,8,,,
"My Daily","28 Oct 2025, 13:56","28 Oct 2025, 14:54","","Bicep Curl (Dumbbell)",,"",2,"normal",22.68,10,,,
"My Daily","28 Oct 2025, 13:56","28 Oct 2025, 14:54","","Bicep Curl (Dumbbell)",,"",3,"normal",22.68,10,,,
"My Daily","28 Oct 2025, 13:56","28 Oct 2025, 14:54","","Hammer Curl (Dumbbell)",,"",0,"normal",36.29,8,,,
"My Daily","28 Oct 2025, 13:56","28 Oct 2025, 14:54","","Hammer Curl (Dumbbell)",,"",1,"normal",31.75,8,,,
"My Daily","28 Oct 2025, 13:56","28 Oct 2025, 14:54","","Hammer Curl (Dumbbell)",,"",2,"normal",27.22,8,,,
"My Daily","28 Oct 2025, 13:56","28 Oct 2025, 14:54","","Crunch",,"",0,"normal",,20,,,
"My Daily","28 Oct 2025, 13:56","28 Oct 2025, 14:54","","Crunch",,"",1,"normal",,20,,,
"My Daily","28 Oct 2025, 13:56","28 Oct 2025, 14:54","","Bench Press (Dumbbell)",,"",0,"normal",36.29,10,,,
"My Daily","28 Oct 2025, 13:56","28 Oct 2025, 14:54","","Bench Press (Dumbbell)",,"",1,"normal",36.29,10,,,
"My Daily","28 Oct 2025, 13:56","28 Oct 2025, 14:54","","Bench Press (Dumbbell)",,"",2,"normal",36.29,10,,,
"My Daily","28 Oct 2025, 13:56","28 Oct 2025, 14:54","","Bench Press (Dumbbell)",,"",3,"normal",36.29,10,,,
"My Daily","28 Oct 2025, 13:56","28 Oct 2025, 14:54","","Chin Up",,"",0,"normal",,4,,,
"My Daily","28 Oct 2025, 13:56","28 Oct 2025, 14:54","","Chin Up",,"",1,"normal",,4,,,
"My Daily","28 Oct 2025, 13:56","28 Oct 2025, 14:54","","Chin Up",,"",2,"normal",,4,,,
"My Daily","28 Oct 2025, 13:56","28 Oct 2025, 14:54","","Triceps Rope Pushdown",,"",0,"normal",31.75,10,,,
"My Daily","28 Oct 2025, 13:56","28 Oct 2025, 14:54","","Triceps Rope Pushdown",,"",1,"normal",36.29,10,,,
"My Daily","28 Oct 2025, 13:56","28 Oct 2025, 14:54","","Triceps Rope Pushdown",,"",2,"normal",36.29,10,,,
"My Daily","28 Oct 2025, 13:56","28 Oct 2025, 14:54","","Triceps Rope Pushdown",,"",3,"normal",40.82,10,,,
"My Daily","26 Oct 2025, 03:24","26 Oct 2025, 04:36","","Chin Up",,"",0,"normal",,4,,,
"My Daily","26 Oct 2025, 03:24","26 Oct 2025, 04:36","","Chin Up",,"",1,"normal",,4,,,
"My Daily","26 Oct 2025, 03:24","26 Oct 2025, 04:36","","Chin Up",,"",2,"normal",,4,,,
"My Daily","26 Oct 2025, 03:24","26 Oct 2025, 04:36","","Pull Up",,"",0,"normal",,10,,,
"My Daily","26 Oct 2025, 03:24","26 Oct 2025, 04:36","","Pull Up",,"",1,"normal",,6,,,
"My Daily","26 Oct 2025, 03:24","26 Oct 2025, 04:36","","Pull Up",,"",2,"normal",,4,,,
"My Daily","26 Oct 2025, 03:24","26 Oct 2025, 04:36","","Incline Bench Press (Dumbbell)",,"",0,"normal",36.29,12,,,
"My Daily","26 Oct 2025, 03:24","26 Oct 2025, 04:36","","Incline Bench Press (Dumbbell)",,"",1,"normal",36.29,8,,,
"My Daily","26 Oct 2025, 03:24","26 Oct 2025, 04:36","","Incline Bench Press (Dumbbell)",,"",2,"normal",36.29,8,,,
"My Daily","26 Oct 2025, 03:24","26 Oct 2025, 04:36","","Incline Bench Press (Dumbbell)",,"",3,"normal",36.29,8,,,
"My Daily","26 Oct 2025, 03:24","26 Oct 2025, 04:36","","Lateral Raise (Dumbbell)",,"",0,"normal",18.14,12,,,
"My Daily","26 Oct 2025, 03:24","26 Oct 2025, 04:36","","Lateral Raise (Dumbbell)",,"",1,"normal",18.14,12,,,
"My Daily","26 Oct 2025, 03:24","26 Oct 2025, 04:36","","Lateral Raise (Dumbbell)",,"",2,"normal",18.14,12,,,
"My Daily","26 Oct 2025, 03:24","26 Oct 2025, 04:36","","Lateral Raise (Dumbbell)",,"",3,"normal",18.14,12,,,
"My Daily","26 Oct 2025, 03:24","26 Oct 2025, 04:36","","Bicep Curl (Dumbbell)",,"",0,"normal",31.75,4,,,
"My Daily","26 Oct 2025, 03:24","26 Oct 2025, 04:36","","Bicep Curl (Dumbbell)",,"",1,"normal",27.22,8,,,
"My Daily","26 Oct 2025, 03:24","26 Oct 2025, 04:36","","Bicep Curl (Dumbbell)",,"",2,"normal",27.22,8,,,
"My Daily","26 Oct 2025, 03:24","26 Oct 2025, 04:36","","Bicep Curl (Dumbbell)",,"",3,"normal",27.22,8,,,
"My Daily","26 Oct 2025, 03:24","26 Oct 2025, 04:36","","Bicep Curl (Dumbbell)",,"",4,"normal",27.22,8,,,
"My Daily","26 Oct 2025, 03:24","26 Oct 2025, 04:36","","Hammer Curl (Dumbbell)",,"",0,"normal",27.22,8,,,
"My Daily","26 Oct 2025, 03:24","26 Oct 2025, 04:36","","Hammer Curl (Dumbbell)",,"",1,"normal",27.22,8,,,
"My Daily","26 Oct 2025, 03:24","26 Oct 2025, 04:36","","Hammer Curl (Dumbbell)",,"",2,"normal",27.22,8,,,
"My Daily","26 Oct 2025, 03:24","26 Oct 2025, 04:36","","Hammer Curl (Dumbbell)",,"",3,"normal",27.22,8,,,
"My Daily","26 Oct 2025, 03:24","26 Oct 2025, 04:36","","Dumbbell Row",,"",0,"normal",40.82,10,,,
"My Daily","26 Oct 2025, 03:24","26 Oct 2025, 04:36","","Dumbbell Row",,"",1,"normal",40.82,10,,,
"My Daily","26 Oct 2025, 03:24","26 Oct 2025, 04:36","","Dumbbell Row",,"",2,"normal",40.82,10,,,
"My Daily","26 Oct 2025, 03:24","26 Oct 2025, 04:36","","Dumbbell Row",,"",3,"normal",40.82,10,,,
"My Daily","26 Oct 2025, 03:24","26 Oct 2025, 04:36","","Crunch",,"",0,"normal",,20,,,
"My Daily","26 Oct 2025, 03:24","26 Oct 2025, 04:36","","Crunch",,"",1,"normal",,20,,,
"My Daily","26 Oct 2025, 03:24","26 Oct 2025, 04:36","","Crunch",,"",2,"normal",,20,,,
"My Daily","26 Oct 2025, 03:24","26 Oct 2025, 04:36","","Bench Press (Dumbbell)",,"",0,"normal",40.82,10,,,
"My Daily","26 Oct 2025, 03:24","26 Oct 2025, 04:36","","Bench Press (Dumbbell)",,"",1,"normal",40.82,10,,,
"My Daily","26 Oct 2025, 03:24","26 Oct 2025, 04:36","","Bench Press (Dumbbell)",,"",2,"normal",40.82,10,,,
"My Daily","26 Oct 2025, 03:24","26 Oct 2025, 04:36","","Bench Press (Dumbbell)",,"",3,"normal",40.82,10,,,
"My Daily","24 Oct 2025, 16:02","24 Oct 2025, 17:08","","Pull Up",,"",0,"normal",,10,,,
"My Daily","24 Oct 2025, 16:02","24 Oct 2025, 17:08","","Pull Up",,"",1,"normal",,7,,,
"My Daily","24 Oct 2025, 16:02","24 Oct 2025, 17:08","","Pull Up",,"",2,"normal",,5,,,
"My Daily","24 Oct 2025, 16:02","24 Oct 2025, 17:08","","Chin Up",,"",0,"normal",,5,,,
"My Daily","24 Oct 2025, 16:02","24 Oct 2025, 17:08","","Chin Up",,"",1,"normal",,5,,,
"My Daily","24 Oct 2025, 16:02","24 Oct 2025, 17:08","","Chin Up",,"",2,"normal",,5,,,
"My Daily","24 Oct 2025, 16:02","24 Oct 2025, 17:08","","Triceps Rope Pushdown",,"",0,"normal",22.68,10,,,
"My Daily","24 Oct 2025, 16:02","24 Oct 2025, 17:08","","Triceps Rope Pushdown",,"",1,"normal",27.22,10,,,
"My Daily","24 Oct 2025, 16:02","24 Oct 2025, 17:08","","Triceps Rope Pushdown",,"",2,"normal",31.75,10,,,
"My Daily","24 Oct 2025, 16:02","24 Oct 2025, 17:08","","Triceps Rope Pushdown",,"",3,"normal",36.29,10,,,
"My Daily","24 Oct 2025, 16:02","24 Oct 2025, 17:08","","Overhead Triceps Extension (Cable)",,"",0,"normal",50,10,,,
"My Daily","24 Oct 2025, 16:02","24 Oct 2025, 17:08","","Overhead Triceps Extension (Cable)",,"",1,"normal",60,10,,,
"My Daily","24 Oct 2025, 16:02","24 Oct 2025, 17:08","","Overhead Triceps Extension (Cable)",,"",2,"normal",60,10,,,
"My Daily","24 Oct 2025, 16:02","24 Oct 2025, 17:08","","Overhead Triceps Extension (Cable)",,"",3,"normal",60,10,,,
"My Daily","24 Oct 2025, 16:02","24 Oct 2025, 17:08","","Lateral Raise (Dumbbell)",,"",0,"normal",18.14,10,,,
"My Daily","24 Oct 2025, 16:02","24 Oct 2025, 17:08","","Lateral Raise (Dumbbell)",,"",1,"normal",18.14,10,,,
"My Daily","24 Oct 2025, 16:02","24 Oct 2025, 17:08","","Lateral Raise (Dumbbell)",,"",2,"normal",18.14,10,,,
"My Daily","24 Oct 2025, 16:02","24 Oct 2025, 17:08","","Lateral Raise (Dumbbell)",,"",3,"normal",18.14,10,,,
"My Daily","24 Oct 2025, 16:02","24 Oct 2025, 17:08","","Bicep Curl (Dumbbell)",,"",0,"normal",27.22,10,,,
"My Daily","24 Oct 2025, 16:02","24 Oct 2025, 17:08","","Bicep Curl (Dumbbell)",,"",1,"normal",27.22,10,,,
"My Daily","24 Oct 2025, 16:02","24 Oct 2025, 17:08","","Bicep Curl (Dumbbell)",,"",2,"normal",27.22,10,,,
"My Daily","24 Oct 2025, 16:02","24 Oct 2025, 17:08","","Bicep Curl (Dumbbell)",,"",3,"normal",27.22,10,,,
"My Daily","24 Oct 2025, 16:02","24 Oct 2025, 17:08","","Hammer Curl (Dumbbell)",,"",0,"normal",31.75,10,,,
"My Daily","24 Oct 2025, 16:02","24 Oct 2025, 17:08","","Hammer Curl (Dumbbell)",,"",1,"normal",27.22,8,,,
"My Daily","24 Oct 2025, 16:02","24 Oct 2025, 17:08","","Hammer Curl (Dumbbell)",,"",2,"normal",27.22,10,,,
"My Daily","24 Oct 2025, 16:02","24 Oct 2025, 17:08","","Hammer Curl (Dumbbell)",,"",3,"normal",27.22,10,,,
"My Daily","24 Oct 2025, 16:02","24 Oct 2025, 17:08","","Incline Bench Press (Dumbbell)",,"",0,"normal",31.75,10,,,
"My Daily","24 Oct 2025, 16:02","24 Oct 2025, 17:08","","Incline Bench Press (Dumbbell)",,"",1,"normal",31.75,10,,,
"My Daily","24 Oct 2025, 16:02","24 Oct 2025, 17:08","","Incline Bench Press (Dumbbell)",,"",2,"normal",31.75,10,,,
"My Daily","24 Oct 2025, 16:02","24 Oct 2025, 17:08","","Incline Bench Press (Dumbbell)",,"",3,"normal",31.75,12,,,
"My Daily","24 Oct 2025, 16:02","24 Oct 2025, 17:08","","Bench Press (Dumbbell)",,"",0,"normal",40.82,10,,,
"My Daily","24 Oct 2025, 16:02","24 Oct 2025, 17:08","","Bench Press (Dumbbell)",,"",1,"normal",40.82,10,,,
"My Daily","24 Oct 2025, 16:02","24 Oct 2025, 17:08","","Bench Press (Dumbbell)",,"",2,"normal",40.82,10,,,
"My Daily","24 Oct 2025, 16:02","24 Oct 2025, 17:08","","Bench Press (Dumbbell)",,"",3,"normal",40.82,10,,,
"Morning workout ☀️","23 Oct 2025, 15:17","23 Oct 2025, 15:36","","Pull Up",,"",0,"normal",,7,,,
"Morning workout ☀️","23 Oct 2025, 15:17","23 Oct 2025, 15:36","","Pull Up",,"",1,"normal",,7,,,
"Morning workout ☀️","23 Oct 2025, 15:17","23 Oct 2025, 15:36","","Chin Up",,"",0,"normal",,5,,,
"Morning workout ☀️","23 Oct 2025, 15:17","23 Oct 2025, 15:36","","Chin Up",,"",1,"normal",,4,,,
"Morning workout ☀️","23 Oct 2025, 15:17","23 Oct 2025, 15:36","","Bicep Curl (Dumbbell)",,"",0,"normal",27.22,8,,,
"Morning workout ☀️","23 Oct 2025, 15:17","23 Oct 2025, 15:36","","Bicep Curl (Dumbbell)",,"",1,"normal",27.22,8,,,
"Morning workout ☀️","23 Oct 2025, 15:17","23 Oct 2025, 15:36","","Bicep Curl (Dumbbell)",,"",2,"normal",27.22,7,,,
"Morning workout ☀️","23 Oct 2025, 15:17","23 Oct 2025, 15:36","","Crunch",,"",0,"normal",,20,,,
"Morning workout ☀️","23 Oct 2025, 15:17","23 Oct 2025, 15:36","","Crunch",,"",1,"normal",,20,,,
"Morning workout ☀️","23 Oct 2025, 15:17","23 Oct 2025, 15:36","","Crunch",,"",2,"normal",,20,,,
"Morning workout ☀️","21 Oct 2025, 16:20","21 Oct 2025, 16:26","","Pull Up",,"",0,"normal",,10,,,
"Morning workout ☀️","21 Oct 2025, 16:20","21 Oct 2025, 16:26","","Single Arm Cable Crossover",,"",0,"normal",10,10,,,
"Morning workout ☀️","21 Oct 2025, 16:20","21 Oct 2025, 16:26","","Single Arm Cable Crossover",,"",1,"normal",10,10,,,
"Morning workout ☀️","21 Oct 2025, 16:20","21 Oct 2025, 16:26","","Crunch",,"",0,"normal",,20,,,
"Morning workout ☀️","21 Oct 2025, 16:20","21 Oct 2025, 16:26","","Crunch",,"",1,"normal",,20,,,
"Morning workout ☀️","21 Oct 2025, 16:20","21 Oct 2025, 16:26","","Crunch",,"",2,"normal",,20,,,
"My Daily","20 Oct 2025, 05:33","20 Oct 2025, 06:55","","Pull Up",,"",0,"normal",,10,,,
"My Daily","20 Oct 2025, 05:33","20 Oct 2025, 06:55","","Incline Bench Press (Dumbbell)",,"",0,"normal",31.75,10,,,
"My Daily","20 Oct 2025, 05:33","20 Oct 2025, 06:55","","Incline Bench Press (Dumbbell)",,"",1,"normal",31.75,10,,,
"My Daily","20 Oct 2025, 05:33","20 Oct 2025, 06:55","","Incline Bench Press (Dumbbell)",,"",2,"normal",31.75,10,,,
"My Daily","20 Oct 2025, 05:33","20 Oct 2025, 06:55","","Incline Bench Press (Dumbbell)",,"",3,"normal",31.75,10,,,
"My Daily","20 Oct 2025, 05:33","20 Oct 2025, 06:55","","Lateral Raise (Dumbbell)",,"",0,"normal",13.61,10,,,
"My Daily","20 Oct 2025, 05:33","20 Oct 2025, 06:55","","Lateral Raise (Dumbbell)",,"",1,"normal",13.61,12,,,
"My Daily","20 Oct 2025, 05:33","20 Oct 2025, 06:55","","Lateral Raise (Dumbbell)",,"",2,"normal",13.61,12,,,
"My Daily","20 Oct 2025, 05:33","20 Oct 2025, 06:55","","Lateral Raise (Dumbbell)",,"",3,"normal",13.61,12,,,
"My Daily","20 Oct 2025, 05:33","20 Oct 2025, 06:55","","Bicep Curl (Dumbbell)",,"",0,"normal",27.22,10,,,
"My Daily","20 Oct 2025, 05:33","20 Oct 2025, 06:55","","Bicep Curl (Dumbbell)",,"",1,"normal",27.22,10,,,
"My Daily","20 Oct 2025, 05:33","20 Oct 2025, 06:55","","Bicep Curl (Dumbbell)",,"",2,"normal",22.68,5,,,
"My Daily","20 Oct 2025, 05:33","20 Oct 2025, 06:55","","Bicep Curl (Dumbbell)",,"",3,"normal",22.68,8,,,
"My Daily","20 Oct 2025, 05:33","20 Oct 2025, 06:55","","Bicep Curl (Dumbbell)",,"",4,"normal",22.68,8,,,
"My Daily","20 Oct 2025, 05:33","20 Oct 2025, 06:55","","Bicep Curl (Dumbbell)",,"",5,"normal",22.68,8,,,
"My Daily","20 Oct 2025, 05:33","20 Oct 2025, 06:55","","Hammer Curl (Dumbbell)",,"",0,"normal",27.22,10,,,
"My Daily","20 Oct 2025, 05:33","20 Oct 2025, 06:55","","Hammer Curl (Dumbbell)",,"",1,"normal",27.22,10,,,
"My Daily","20 Oct 2025, 05:33","20 Oct 2025, 06:55","","Hammer Curl (Dumbbell)",,"",2,"normal",27.22,10,,,
"My Daily","20 Oct 2025, 05:33","20 Oct 2025, 06:55","","Hammer Curl (Dumbbell)",,"",3,"normal",27.22,10,,,
"My Daily","20 Oct 2025, 05:33","20 Oct 2025, 06:55","","Dumbbell Row",,"",0,"normal",40.82,10,,,
"My Daily","20 Oct 2025, 05:33","20 Oct 2025, 06:55","","Dumbbell Row",,"",1,"normal",40.82,10,,,
"My Daily","20 Oct 2025, 05:33","20 Oct 2025, 06:55","","Dumbbell Row",,"",2,"normal",40.82,10,,,
"My Daily","20 Oct 2025, 05:33","20 Oct 2025, 06:55","","Dumbbell Row",,"",3,"normal",40.82,10,,,
"My Daily","20 Oct 2025, 05:33","20 Oct 2025, 06:55","","Crunch",,"",0,"normal",,20,,,
"My Daily","20 Oct 2025, 05:33","20 Oct 2025, 06:55","","Crunch",,"",1,"normal",,20,,,
"My Daily","20 Oct 2025, 05:33","20 Oct 2025, 06:55","","Crunch",,"",2,"normal",,20,,,
"My Daily","20 Oct 2025, 05:33","20 Oct 2025, 06:55","","Bench Press (Dumbbell)",,"",0,"normal",36.29,12,,,
"My Daily","20 Oct 2025, 05:33","20 Oct 2025, 06:55","","Bench Press (Dumbbell)",,"",1,"normal",36.29,12,,,
"My Daily","20 Oct 2025, 05:33","20 Oct 2025, 06:55","","Bench Press (Dumbbell)",,"",2,"normal",36.29,12,,,
"My Daily","20 Oct 2025, 05:33","20 Oct 2025, 06:55","","Bench Press (Dumbbell)",,"",3,"normal",36.29,12,,,
"My Daily","20 Oct 2025, 05:33","20 Oct 2025, 06:55","","Seated Incline Curl (Dumbbell)",,"",0,"normal",70,5,,,
"My Daily","20 Oct 2025, 05:33","20 Oct 2025, 06:55","","Zottman Curl (Dumbbell)",,"",0,"normal",50,5,,,
"My Daily","20 Oct 2025, 05:33","20 Oct 2025, 06:55","","Cross Body Hammer Curl",,"",0,"normal",80,10,,,
"My Daily","20 Oct 2025, 05:33","20 Oct 2025, 06:55","","Cross Body Hammer Curl",,"",1,"normal",80,10,,,
"My Daily","20 Oct 2025, 05:33","20 Oct 2025, 06:55","","Cross Body Hammer Curl",,"",2,"normal",80,10,,,
"My Daily","18 Oct 2025, 17:15","18 Oct 2025, 18:34","","Pull Up",,"",0,"normal",,10,,,
"My Daily","18 Oct 2025, 17:15","18 Oct 2025, 18:34","","Incline Bench Press (Dumbbell)",,"",0,"normal",40.82,10,,,
"My Daily","18 Oct 2025, 17:15","18 Oct 2025, 18:34","","Incline Bench Press (Dumbbell)",,"",1,"normal",40.82,10,,,
"My Daily","18 Oct 2025, 17:15","18 Oct 2025, 18:34","","Incline Bench Press (Dumbbell)",,"",2,"normal",40.82,10,,,
"My Daily","18 Oct 2025, 17:15","18 Oct 2025, 18:34","","Incline Bench Press (Dumbbell)",,"",3,"normal",40.82,6,,,
"My Daily","18 Oct 2025, 17:15","18 Oct 2025, 18:34","","Lateral Raise (Dumbbell)",,"",0,"normal",13.61,10,,,
"My Daily","18 Oct 2025, 17:15","18 Oct 2025, 18:34","","Lateral Raise (Dumbbell)",,"",1,"normal",13.61,10,,,
"My Daily","18 Oct 2025, 17:15","18 Oct 2025, 18:34","","Lateral Raise (Dumbbell)",,"",2,"normal",13.61,10,,,
"My Daily","18 Oct 2025, 17:15","18 Oct 2025, 18:34","","Lateral Raise (Dumbbell)",,"",3,"normal",13.61,10,,,
"My Daily","18 Oct 2025, 17:15","18 Oct 2025, 18:34","","Bicep Curl (Dumbbell)",,"",0,"normal",27.22,10,,,
"My Daily","18 Oct 2025, 17:15","18 Oct 2025, 18:34","","Bicep Curl (Dumbbell)",,"",1,"normal",27.22,10,,,
